Date,Price,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY,SPY
2015-07-01,174.91708374023438,207.5,208.02999877929688,206.55999755859375,207.72999572753906,135979900
2015-07-02,174.75694274902344,207.30999755859375,208.27000427246094,206.80999755859375,208.07000732421875,104373700
2015-07-06,174.25958251953125,206.72000122070312,207.64999389648438,205.52999877929688,205.77000427246094,117975400
2015-07-07,175.35540771484375,208.02000427246094,208.1699981689453,204.11000061035156,206.9600067138672,173820200
2015-07-08,172.41346740722656,204.52999877929688,206.75999450683594,204.25,206.4199981689453,164020100
2015-07-09,172.7253875732422,204.89999389648438,207.35000610351562,204.77000427246094,207.0399932861328,144113100
2015-07-10,174.9002685546875,207.47999572753906,207.97999572753906,204.9499969482422,207.2899932861328,129456900
2015-07-13,176.8306884765625,209.77000427246094,209.89999389648438,208.94000244140625,208.99000549316406,106069400
2015-07-14,177.59776306152344,210.67999267578125,211.0500030517578,209.64999389648438,209.72000122070312,81709600
2015-07-15,177.53878784179688,210.61000061035156,211.27999877929688,210.0399932861328,210.72999572753906,97914100
2015-07-16,178.96340942382812,212.3000030517578,212.3000030517578,211.5800018310547,211.8699951171875,106683300
2015-07-17,179.1151123046875,212.47999572753906,212.5500030517578,211.8000030517578,212.2899932861328,89030000
2015-07-20,179.2078094482422,212.58999633789062,213.17999267578125,212.2100067138672,212.75,70446800
2015-07-21,178.499755859375,211.75,212.74000549316406,211.38999938964844,212.42999267578125,77965000
2015-07-22,178.17938232421875,211.3699951171875,211.77000427246094,210.88999938964844,210.92999267578125,88667900
2015-07-23,177.17628479003906,210.17999267578125,211.64999389648438,209.75,211.52999877929688,90509100
2015-07-24,175.33856201171875,208.0,210.3699951171875,207.60000610351562,210.3000030517578,117755000
2015-07-27,174.31861877441406,206.7899932861328,207.5500030517578,206.25999450683594,206.94000244140625,132361100
2015-07-28,176.4597625732422,209.3300018310547,209.5,206.8000030517578,207.7899932861328,123544800
2015-07-29,177.67364501953125,210.77000427246094,211.0399932861328,209.30999755859375,209.47999572753906,105791300
2015-07-30,177.7157745361328,210.82000732421875,211.02000427246094,209.4199981689453,210.16000366210938,91304400
2015-07-31,177.44601440429688,210.5,211.4499969482422,210.16000366210938,211.4199981689453,103266900
2015-08-03,176.84751892089844,209.7899932861328,210.52999877929688,208.64999389648438,210.4600067138672,113965700
2015-08-04,176.50192260742188,209.3800048828125,210.25,208.8000030517578,209.6999969482422,81820800
2015-08-05,177.08358764648438,210.07000732421875,211.30999755859375,209.72999572753906,210.4499969482422,85786800
2015-08-06,175.63363647460938,208.35000610351562,210.4199981689453,207.64999389648438,210.2899932861328,116030800
2015-08-07,175.2964324951172,207.9499969482422,208.33999633789062,206.8699951171875,208.16000366210938,117858000
2015-08-10,177.5050048828125,210.57000732421875,210.6699981689453,209.27999877929688,209.27999877929688,80270700
2015-08-11,175.90338134765625,208.6699981689453,209.47000122070312,207.75999450683594,208.97000122070312,126081400
2015-08-12,176.1141357421875,208.9199981689453,209.13999938964844,205.36000061035156,207.11000061035156,172123700
2015-08-13,175.8949737548828,208.66000366210938,209.5500030517578,208.00999450683594,208.72999572753906,89383300
2015-08-14,176.5355987548828,209.4199981689453,209.50999450683594,208.25999450683594,208.42999267578125,72786500
2015-08-17,177.52191162109375,210.58999633789062,210.58999633789062,208.16000366210938,208.7100067138672,79072600
2015-08-18,177.00765991210938,209.97999572753906,210.67999267578125,209.6999969482422,210.25999450683594,71692700
2015-08-19,175.6082763671875,208.32000732421875,210.00999450683594,207.35000610351562,209.08999633789062,172946000
2015-08-20,171.94140625,203.97000122070312,208.2899932861328,203.89999389648438,206.50999450683594,194327900
2015-08-21,166.7655487060547,197.8300018310547,203.94000244140625,197.52000427246094,201.72999572753906,346588500
2015-08-24,159.74356079101562,189.5,197.47999572753906,182.39999389648438,187.49000549316406,507244300
2015-08-25,157.8637237548828,187.27000427246094,195.4499969482422,186.9199981689453,195.42999267578125,369833100
2015-08-26,163.92477416992188,194.4600067138672,194.7899932861328,188.3699951171875,192.0800018310547,339257000
2015-08-27,167.9794464111328,199.27000427246094,199.4199981689453,195.2100067138672,197.02000427246094,274143900
2015-08-28,167.98793029785156,199.27999877929688,199.83999633789062,197.9199981689453,198.5,160414400
2015-08-31,166.63067626953125,197.6699981689453,199.1300048828125,197.00999450683594,198.11000061035156,163298800
2015-09-01,161.65713500976562,191.77000427246094,194.77000427246094,190.72999572753906,193.1199951171875,256000400
2015-09-02,164.72557067871094,195.41000366210938,195.4600067138672,192.4199981689453,194.6199951171875,160269300
2015-09-03,164.8435821533203,195.5500030517578,198.0500030517578,194.9600067138672,196.25999450683594,152087800
2015-09-04,162.34835815429688,192.58999633789062,193.86000061035156,191.61000061035156,192.85000610351562,207081000
2015-09-08,166.4283447265625,197.42999267578125,197.61000061035156,195.1699981689453,195.94000244140625,116025700
2015-09-09,164.20291137695312,194.7899932861328,199.47000122070312,194.35000610351562,199.32000732421875,149347700
2015-09-10,165.0964813232422,195.85000610351562,197.22000122070312,194.25,194.55999755859375,158611100
2015-09-11,165.84671020507812,196.74000549316406,196.82000732421875,194.52999877929688,195.3800048828125,119691200
2015-09-14,165.2313232421875,196.00999450683594,197.00999450683594,195.42999267578125,196.9499969482422,79452000
2015-09-15,167.2966766357422,198.4600067138672,198.99000549316406,195.9600067138672,196.61000061035156,113806200
2015-09-16,168.74656677246094,200.17999267578125,200.41000366210938,198.41000366210938,198.82000732421875,99581600
2015-09-17,168.36721801757812,199.72999572753906,202.88999938964844,199.27999877929688,200.02000427246094,276046600
2015-09-18,165.6158447265625,195.4499969482422,198.67999267578125,194.9600067138672,195.7100067138672,223657500
2015-09-21,166.47164916992188,196.4600067138672,197.67999267578125,195.2100067138672,196.44000244140625,105726200
2015-09-22,164.31089782714844,193.91000366210938,194.4600067138672,192.55999755859375,193.8800048828125,153890900
2015-09-23,164.0482635498047,193.60000610351562,194.6699981689453,192.91000366210938,194.11000061035156,92790600
2015-09-24,163.45501708984375,192.89999389648438,193.4499969482422,190.55999755859375,192.14999389648438,159378800
2015-09-25,163.41270446777344,192.85000610351562,195.0,191.80999755859375,194.63999938964844,155054800
2015-09-28,159.31150817871094,188.00999450683594,191.91000366210938,187.63999938964844,191.77999877929688,178515900
2015-09-29,159.40467834472656,188.1199951171875,189.74000549316406,186.92999267578125,188.27000427246094,159045600
2015-09-30,162.37890625,191.6300048828125,191.8300018310547,189.44000244140625,190.3699951171875,163452000
2015-10-01,162.80259704589844,192.1300048828125,192.49000549316406,189.82000732421875,192.0800018310547,131079000
2015-10-02,165.2344970703125,195.0,195.02999877929688,189.1199951171875,189.77000427246094,211003300
2015-10-05,168.17486572265625,198.47000122070312,198.74000549316406,196.3300018310547,196.4600067138672,126320800
2015-10-06,167.5986328125,197.7899932861328,198.97999572753906,197.0,198.30999755859375,110274500
2015-10-07,168.9713897705078,199.41000366210938,199.8300018310547,197.47999572753906,198.89999389648438,124307300
2015-10-08,170.49659729003906,201.2100067138672,201.5500030517578,198.58999633789062,198.9499969482422,153055200
2015-10-09,170.59829711914062,201.3300018310547,201.89999389648438,200.5800018310547,201.3800048828125,107069200
2015-10-12,170.75927734375,201.52000427246094,201.75999450683594,200.91000366210938,201.4199981689453,56395600
2015-10-13,169.68309020996094,200.25,202.16000366210938,200.0500030517578,200.64999389648438,88038700
2015-10-14,168.86964416503906,199.2899932861328,200.8699951171875,198.94000244140625,200.17999267578125,99106200
2015-10-15,171.46258544921875,202.35000610351562,202.36000061035156,199.63999938964844,200.0800018310547,134142200
2015-10-16,172.24215698242188,203.27000427246094,203.2899932861328,201.9199981689453,202.8300018310547,114580100
2015-10-19,172.32693481445312,203.3699951171875,203.3699951171875,202.1300048828125,202.5,76523900
2015-10-20,172.10658264160156,203.11000061035156,203.83999633789062,202.5500030517578,202.85000610351562,78448500
2015-10-21,171.0389404296875,201.85000610351562,203.7899932861328,201.64999389648438,203.61000061035156,102038000
2015-10-22,173.92840576171875,205.25999450683594,205.50999450683594,201.85000610351562,202.97999572753906,174911700
2015-10-23,175.8349151611328,207.50999450683594,207.9499969482422,206.3000030517578,207.25,144442300
2015-10-26,175.40277099609375,207.0,207.3699951171875,206.55999755859375,207.3000030517578,69033000
2015-10-27,175.06382751464844,206.60000610351562,207.0,205.7899932861328,206.1999969482422,77905800
2015-10-28,177.0551300048828,208.9499969482422,208.97999572753906,206.2100067138672,207.0,135906700
2015-10-29,176.9535369873047,208.8300018310547,209.27000427246094,208.2100067138672,208.35000610351562,90525500
2015-10-30,176.19085693359375,207.92999267578125,209.44000244140625,207.74000549316406,209.05999755859375,131076900
2015-11-02,178.2753448486328,210.38999938964844,210.6199951171875,208.1699981689453,208.32000732421875,86270800
2015-11-03,178.79226684570312,211.0,211.66000366210938,209.6999969482422,209.97000122070312,95246100
2015-11-04,178.24990844726562,210.36000061035156,211.5,209.72000122070312,211.35000610351562,96224500
2015-11-05,178.07192993164062,210.14999389648438,210.97999572753906,209.08999633789062,210.42999267578125,78408700
2015-11-06,177.978759765625,210.0399932861328,210.32000732421875,208.4600067138672,209.74000549316406,110471500
2015-11-09,176.3179473876953,208.0800018310547,209.49000549316406,206.9499969482422,209.30999755859375,131008700
2015-11-10,176.72467041015625,208.55999755859375,208.60000610351562,207.19000244140625,207.50999450683594,75874600
2015-11-11,176.0298614501953,207.74000549316406,208.94000244140625,207.66000366210938,208.8800048828125,67846000
2015-11-12,173.57249450683594,204.83999633789062,207.05999755859375,204.82000732421875,206.5,121315200
2015-11-13,171.6236114501953,202.5399932861328,204.6699981689453,202.44000244140625,204.35000610351562,153577100
2015-11-16,174.23342895507812,205.6199951171875,205.69000244140625,202.17999267578125,202.32000732421875,117645200
2015-11-17,174.1063232421875,205.47000122070312,207.0399932861328,204.8800048828125,205.99000549316406,121123700
2015-11-18,176.8687286376953,208.72999572753906,208.89999389648438,205.99000549316406,206.0399932861328,121342500
2015-11-19,176.71620178222656,208.5500030517578,209.0500030517578,208.1999969482422,208.58999633789062,88220500
2015-11-20,177.3602294921875,209.30999755859375,210.1199951171875,208.86000061035156,209.4499969482422,94011500
2015-11-23,177.1568145751953,209.07000732421875,209.97999572753906,208.52000427246094,209.3800048828125,64931200
2015-11-24,177.3940887451172,209.35000610351562,209.8300018310547,207.41000366210938,207.8699951171875,98874400
2015-11-25,177.36868286132812,209.32000732421875,209.74000549316406,209.00999450683594,209.5,51980100
2015-11-27,177.57203674316406,209.55999755859375,209.8000030517578,208.86000061035156,209.42999267578125,37317800
2015-11-30,176.83480834960938,208.69000244140625,209.88999938964844,208.55999755859375,209.75,112822700
2015-12-01,178.5210418701172,210.67999267578125,210.82000732421875,209.11000061035156,209.44000244140625,97858400
2015-12-02,176.69924926757812,208.52999877929688,211.0,208.22999572753906,210.6199951171875,108441300
2015-12-03,174.2249298095703,205.61000061035156,209.14999389648438,204.75,208.8300018310547,166224200
2015-12-04,177.62283325195312,209.6199951171875,209.97000122070312,205.61000061035156,205.61000061035156,192913900
2015-12-07,176.54672241210938,208.35000610351562,209.72999572753906,207.1999969482422,209.22999572753906,102027100
2015-12-08,175.36044311523438,206.9499969482422,208.2899932861328,205.77999877929688,206.49000549316406,103372400
2015-12-09,173.99615478515625,205.33999633789062,208.67999267578125,204.17999267578125,206.19000244140625,162401500
2015-12-10,174.44525146484375,205.8699951171875,207.42999267578125,205.13999938964844,205.4199981689453,116128900
2015-12-11,171.06434631347656,201.8800048828125,204.13999938964844,201.50999450683594,203.35000610351562,211173300
2015-12-14,171.92864990234375,202.89999389648438,203.0500030517578,199.9499969482422,202.07000732421875,182385200
2015-12-15,173.73348999023438,205.02999877929688,206.11000061035156,202.8699951171875,204.6999969482422,154069600
2015-12-16,176.2755584716797,208.02999877929688,208.38999938964844,204.8000030517578,206.3699951171875,197017000
2015-12-17,173.58944702148438,204.86000061035156,208.47999572753906,204.83999633789062,208.39999389648438,173092500
2015-12-18,170.4969940185547,200.02000427246094,202.92999267578125,199.8300018310547,202.77000427246094,251393500
2015-12-21,171.90338134765625,201.6699981689453,201.8800048828125,200.08999633789062,201.41000366210938,99094300
2015-12-22,173.46327209472656,203.5,203.85000610351562,201.5500030517578,202.72000122070312,111026200
2015-12-23,175.61131286621094,206.02000427246094,206.07000732421875,204.5800018310547,204.69000244140625,110987200
2015-12-24,175.32150268554688,205.67999267578125,206.3300018310547,205.4199981689453,205.72000122070312,48539600
2015-12-28,174.92091369628906,205.2100067138672,205.25999450683594,203.94000244140625,204.86000061035156,65899900
2015-12-29,176.78765869140625,207.39999389648438,207.7899932861328,206.47000122070312,206.50999450683594,92640700
2015-12-30,175.5345458984375,205.92999267578125,207.2100067138672,205.75999450683594,207.11000061035156,63317700
2015-12-31,173.7787322998047,203.8699951171875,205.88999938964844,203.8699951171875,205.1300048828125,114877900
2016-01-04,171.34938049316406,201.02000427246094,201.02999877929688,198.58999633789062,200.49000549316406,222353500
2016-01-05,171.63912963867188,201.36000061035156,201.89999389648438,200.0500030517578,201.39999389648438,110845800
2016-01-06,169.47402954101562,198.82000732421875,200.05999755859375,197.60000610351562,198.33999633789062,152112600
2016-01-07,165.40811157226562,194.0500030517578,197.44000244140625,193.58999633789062,195.3300018310547,213436100
2016-01-08,163.592529296875,191.9199981689453,195.85000610351562,191.5800018310547,195.19000244140625,209817200
2016-01-11,163.75448608398438,192.11000061035156,193.41000366210938,189.82000732421875,193.00999450683594,187941300
2016-01-12,165.07568359375,193.66000366210938,194.5500030517578,191.13999938964844,193.82000732421875,172330500
2016-01-13,160.95863342285156,188.8300018310547,194.86000061035156,188.3800048828125,194.4499969482422,221168900
2016-01-14,163.60105895996094,191.92999267578125,193.25999450683594,187.66000366210938,189.5500030517578,240795600
2016-01-15,160.0891876220703,187.80999755859375,188.75999450683594,185.52000427246094,186.77000427246094,324846400
2016-01-19,160.30218505859375,188.05999755859375,190.11000061035156,186.1999969482422,189.9600067138672,195244400
2016-01-20,158.2480010986328,185.64999389648438,187.5,181.02000427246094,185.02999877929688,286547800
2016-01-21,159.13449096679688,186.69000244140625,188.8699951171875,184.63999938964844,186.2100067138672,195772900
2016-01-22,162.39913940429688,190.52000427246094,190.75999450683594,188.8800048828125,189.77999877929688,168319600
2016-01-25,159.9442138671875,187.63999938964844,190.14999389648438,187.41000366210938,189.9199981689453,130371700
2016-01-26,162.12635803222656,190.1999969482422,190.52999877929688,188.02000427246094,188.4199981689453,141036800
2016-01-27,160.36190795898438,188.1300048828125,191.55999755859375,187.05999755859375,189.5800018310547,185681700
