,TSLA_adj,TSLA_ret,BND_adj,BND_ret,SPY_adj,SPY_ret
2015-09-07,16.1286678314209,0.0,81.66999816894531,0.0,192.58999633789065,0.0
2015-09-08,16.544666290283203,0.0257924872165749,81.47000122070312,-0.0024488423255314,197.42999267578125,0.025131088996954
2015-09-09,16.5939998626709,0.0029818414903097,81.44999694824219,-0.0002455415755641,194.7899932861328,-0.0133718253942491
2015-09-10,16.565332412719727,-0.001727579256865,81.27999877929688,-0.0020871476404515,195.8500061035156,0.0054418237790361
2015-09-11,16.682666778564453,0.007083127758706,81.44999694824219,0.0020915129367424,196.7400054931641,0.0045442908445869
2015-09-14,16.87933349609375,0.0117886858342093,81.47000122070312,0.0002456018810368,196.009994506836,-0.0037105365759151
2015-09-15,16.904666900634766,0.0015008533688181,81.12999725341797,-0.0041733639645356,198.4600067138672,0.0124994249053242
2015-09-16,17.483333587646484,0.0342311794969465,81.08000183105469,-0.000616238432834,200.17999267578125,0.0086666628223683
2015-09-17,17.471332550048828,-0.0006864273073263,81.54000091552734,0.0056733975590077,199.72999572753903,-0.0022479616580416
2015-09-18,17.374666213989258,-0.0055328542217748,81.7699966430664,0.0028206490674107,195.4499969482422,-0.0214289234008465
2015-09-21,17.613332748413086,0.0137364673073065,81.47000122070312,-0.003668771366994,196.4600067138672,0.0051676120818382
2015-09-22,17.395999908447266,-0.0123391094161553,81.62000274658203,0.0018411872300401,193.91000366210932,-0.0129797565133538
2015-09-23,17.40399932861328,0.0004598425044903,81.62000274658203,0.0,193.6000061035156,-0.0015986671793061
2015-09-24,17.541332244873047,0.0078908826452308,81.6500015258789,0.0003675420030309,192.8999938964844,-0.0036157654181937
2015-09-25,17.12733268737793,-0.0236013748394806,81.5,-0.00183712826792,192.8500061035156,-0.0002591383854352
2015-09-28,16.562000274658203,-0.0330076155487042,81.70999908447266,0.0025766758831,188.009994506836,-0.0250972851620324
2015-09-29,16.44333267211914,-0.0071650525643716,81.7699966430664,0.0007342743760372,188.1199951171875,0.0005850785254266
2015-09-30,16.559999465942383,0.0070950820098081,81.93000030517578,0.0019567527048802,191.6300048828125,0.0186583556066886
2015-10-01,15.991999626159668,-0.0342995083394099,81.80999755859375,-0.0014646984759555,192.1300048828125,0.0026091947360005
2015-10-02,16.504667282104492,0.0320577581246439,82.12000274658203,0.0037893313438404,195.0,0.0149377767357994
2015-10-05,16.40999984741211,-0.0057357978245964,81.80000305175781,-0.0038967326366479,198.47000122070312,0.0177948780548877
2015-10-06,16.097333908081055,-0.0190533785641907,81.91000366210938,0.0013447506876247,197.7899932861328,-0.0034262504680196
2015-10-07,15.46399974822998,-0.0393440406633506,81.91000366210938,0.0,199.41000366210932,0.0081905578187313
2015-10-08,15.114666938781738,-0.0225900682317475,81.77999877929688,-0.0015871673422063,201.2100067138672,0.0090266436923989
2015-10-09,14.71266746520996,-0.0265966478255842,81.7699966430664,-0.0001223054093881,201.3300018310547,0.000596367542287
2015-10-12,14.371999740600586,-0.0231547219710448,81.91000366210938,0.0017122052683224,201.5200042724609,0.0009437363516524
2015-10-13,14.616666793823242,0.0170238698607456,81.95999908447266,0.0006103701639366,200.25,-0.0063021250770907
2015-10-14,14.458666801452637,-0.010809577491181,82.26000213623047,0.0036603593839552,199.2899932861328,-0.0047940410180633
2015-10-15,14.753999710083008,0.0204260124868982,82.0999984741211,-0.0019450967414806,202.3500061035156,0.0153545733377056
2015-10-16,15.133999824523926,0.0257557355231086,82.06999969482422,-0.0003653931772767,203.2700042724609,0.0045465685257981
2015-10-19,15.206666946411133,0.0048015807274857,82.06999969482422,0.0,203.3699951171875,0.0004919114607415
2015-10-20,14.20199966430664,-0.0660675535043265,81.94000244140625,-0.0015839801864427,203.1100006103516,-0.0012784310029908
2015-10-21,14.005999565124512,-0.0138008804263478,82.08999633789062,0.0018305332196155,201.8500061035156,-0.0062035079663712
2015-10-22,14.114666938781738,0.0077586303749297,82.2300033569336,0.00170553082335,205.259994506836,0.0168936750072308
2015-10-23,13.939332962036133,-0.0124221122259607,82.0199966430664,-0.0025538940203567,207.509994506836,0.0109617073965431
2015-10-26,14.350666999816896,0.0295088752740919,82.11000061035156,0.001097341757728,207.0,-0.0024576864745623
2015-10-27,14.023332595825195,-0.0228096996464259,82.12999725341797,0.0002435348059648,206.6000061035156,-0.0019323376641758
2015-10-28,14.197333335876465,0.0124079450346252,81.9000015258789,-0.0028003864024175,208.9499969482422,0.0113745923296302
2015-10-29,14.108667373657228,-0.0062452546630836,81.61000061035156,-0.0035409146535327,208.8300018310547,-0.0005742767118451
2015-10-30,13.795332908630373,-0.0222086506633427,81.79000091552734,0.0022056157802914,207.92999267578125,-0.0043097694171432
2015-11-02,14.252667427062988,0.0331513941317433,81.45999908447266,-0.0040347454133851,210.38999938964844,0.0118309373371787
2015-11-03,13.890000343322754,-0.0254455585662233,81.31999969482422,-0.0017186274395026,211.0,0.0028993802562917
2015-11-04,15.44200038909912,0.1117350617289543,81.37000274658203,0.000614892424317,210.3600006103516,-0.0030331724627886
2015-11-05,15.451333045959473,0.0006043683865557,81.22000122070312,-0.0018434499301428,210.1499938964844,-0.0009983205612181
2015-11-06,15.490667343139648,0.0025456895572166,80.9000015258789,-0.0039399124601668,210.0399932861328,-0.0005234385607728
2015-11-09,15.022000312805176,-0.0302547992254208,80.83000183105469,-0.0008652619716185,208.0800018310547,-0.0093315155100394
2015-11-10,14.43333339691162,-0.0391869859962498,80.91999816894531,0.0011134026456998,208.5599975585937,0.0023067845218915
2015-11-11,14.60533332824707,0.0119168543125494,80.93000030517578,0.0001236052453879,207.7400054931641,-0.0039316842876316
2015-11-12,14.196000099182127,-0.0280262846362624,80.94000244140625,0.0001235899690195,204.83999633789065,-0.0139598010907382
2015-11-13,13.812666893005373,-0.0270029024724252,81.08999633789062,0.0018531491470235,202.5399932861328,-0.0112282908263867
2015-11-16,14.28733253479004,0.0343645181239427,81.08999633789062,0.0,205.6199951171875,0.0152068822610431
2015-11-17,14.266667366027832,-0.0014463979691022,81.18000030517578,0.0011099268880234,205.47000122070312,-0.0007294713551514
2015-11-18,14.73799991607666,0.0330373266549395,81.13999938964844,-0.0004927434759419,208.72999572753903,0.0158660363433502
2015-11-19,14.786666870117188,0.0033021410176179,81.25,0.0013556890704833,208.5500030517578,-0.0008623229984451
2015-11-20,14.667332649230955,-0.0080703935467294,81.2300033569336,-0.000246112530048,209.3099975585937,0.003644183628457
2015-11-23,14.516667366027832,-0.0102721665081362,81.26000213623047,0.0003693066361829,209.07000732421875,-0.001146577980862
2015-11-24,14.550000190734863,0.0022961761034103,81.29000091552734,0.0003691702991415,209.3500061035156,0.001339258475572
2015-11-25,15.309332847595217,0.0521878107839393,81.30000305175781,0.0001230426389202,209.32000732421875,-0.000143294857522
2015-11-26,15.309332847595217,0.0,81.30000305175781,0.0,209.32000732421875,0.0
2015-11-27,15.440667152404783,0.0085787085640507,81.33999633789062,0.0004919223201917,209.5599975585937,0.001146523151049
2015-11-30,15.350666999816896,-0.005828773569144,81.30000305175781,-0.0004916804516031,208.69000244140625,-0.0041515323884474
2015-12-01,15.812666893005373,0.0300964051395282,81.44000244140625,0.0017220096481338,210.67999267578125,0.0095356280180873
2015-12-02,15.465999603271484,-0.0219233916757731,81.33999633789062,-0.0012279727470241,208.52999877929688,-0.0102050216974947
2015-12-03,15.513999938964844,0.0031036038358105,80.70999908447266,-0.0077452333634356,205.6100006103516,-0.0140027726755791
2015-12-04,15.358667373657228,-0.0100124123964628,81.02999877929688,0.003964808554753,209.6199951171875,0.0195029156895689
2015-12-07,15.408666610717772,0.0032554411033278,81.16999816894531,0.0017277476460262,208.3500061035156,-0.006058529926794
2015-12-08,15.114666938781738,-0.0190801501105577,81.19000244140625,0.0002464490934113,206.9499969482422,-0.0067195061879568
2015-12-09,14.968000411987305,-0.0097035897243697,81.16000366210938,-0.0003694885872004,205.33999633789065,-0.0077796599859539
2015-12-10,15.137999534606934,0.0113575038709567,81.1500015258789,-0.0001232397212808,205.8699951171875,0.0025810791309488
2015-12-11,14.468000411987305,-0.0442594228575543,81.37000274658203,0.0027110439502944,201.8800048828125,-0.0193811158935705
2015-12-14,14.571999549865724,0.0071882177852478,80.98999786376953,-0.0046700856579295,202.8999938964844,0.0050524518971752
2015-12-15,14.739333152770996,0.0114832286627961,80.9000015258789,-0.0011112031147599,205.02999877929688,0.0104978065396057
2015-12-16,15.633999824523926,0.0606992638323486,80.80999755859375,-0.0011125335672134,208.02999877929688,0.0146320051595441
2015-12-17,15.559332847595217,-0.0047759356381458,80.9800033569336,0.002103771853434,204.8600006103516,-0.015238178087519
2015-12-18,15.36400032043457,-0.0125540425848551,81.16000366210938,0.0022227747309715,200.0200042724609,-0.0236258729057433
2015-12-21,15.503999710083008,0.0091121704457552,81.06999969482422,-0.0011089694827992,201.6699981689453,0.008249144391762
2015-12-22,15.329999923706056,-0.0112228966480043,80.95999908447266,-0.0013568596369266,203.5,0.0090742393398626
2015-12-23,15.313332557678224,-0.0010872384938539,80.73999786376953,-0.0027174064129321,206.0200042724609,0.0123833133781863
2015-12-24,15.371333122253418,0.0037875860369864,80.80000305175781,0.0007431903588792,205.67999267578125,-0.0016503814660152
2015-12-25,15.371333122253418,0.0,80.80000305175781,0.0,205.67999267578125,0.0
2015-12-28,15.263333320617676,-0.0070260530285033,80.80000305175781,0.0,205.2100067138672,-0.002285034902033
2015-12-29,15.812666893005373,0.0359904066070324,80.55000305175781,-0.0030940592890802,207.3999938964844,0.0106719317331869
2015-12-30,15.87266731262207,0.0037944528916395,80.5999984741211,0.0006206756110382,205.92999267578125,-0.0070877592283674
2015-12-31,16.000667572021484,0.0080641934262446,80.76000213623047,0.0019851571357132,203.8699951171875,-0.0100033877135956
2016-01-01,16.000667572021484,0.0,80.76000213623047,0.0,203.8699951171875,0.0
2016-01-04,14.894000053405762,-0.0691638341734456,80.72000122070312,-0.0004953060236411,201.0200042724609,-0.0139794521655252
2016-01-05,14.895333290100098,8.951501876963697e-05,80.81999969482422,0.0012388314247875,201.3600006103516,0.0016913557390529
2016-01-06,14.602666854858398,-0.0196481964882393,81.18000030517578,0.0044543505532159,198.82000732421875,-0.012614189900843
2016-01-07,14.376667022705078,-0.0154766135802193,81.19000244140625,0.0001232093642875,194.0500030517578,-0.0239915707511388
2016-01-08,14.06666660308838,-0.0215627460194434,81.29000091552734,0.0012316599472115,191.9199981689453,-0.0109765774249659
2016-01-11,13.856666564941406,-0.0149289127319522,80.94999694824219,-0.004182605036977,192.1100006103516,0.000990008562
2016-01-12,13.998000144958496,0.010199681096078,81.16000366210938,0.002594276983129,193.66000366210932,0.008068310066281
2016-01-13,13.354000091552734,-0.046006575706295,81.36000061035156,0.0024642303994319,188.8300018310547,-0.0249406265605667
2016-01-14,13.745332717895508,0.0293045247611101,81.26000213623047,-0.0012290864475285,191.92999267578125,0.0164168342671526
2016-01-15,13.666000366210938,-0.0057715846762504,81.4000015258789,0.0017228573217822,187.8099975585937,-0.0214661349159078
2016-01-18,13.666000366210938,0.0,81.4000015258789,0.0,187.8099975585937,0.0
2016-01-19,13.64799976348877,-0.0013171814898143,81.30000305175781,-0.0012284824600317,188.0599975585937,0.0013311325448583
2016-01-20,13.24666690826416,-0.0294059834539459,81.38999938964844,0.0011069659841627,185.6499938964844,-0.0128150786631719
2016-01-21,13.33133316040039,0.0063915136330188,81.33999633789062,-0.0006143635843812,186.69000244140625,0.0056019853440003
2016-01-22,13.50333309173584,0.0129019303070423,81.30999755859375,-0.0003688072368759,190.5200042724609,0.0205153022709758
2016-01-25,13.092000007629396,-0.0304615965045091,81.30999755859375,0.0,187.63999938964844,-0.0151165484895423
2016-01-26,12.904000282287598,-0.0143598934641187,81.43000030517578,0.0014758670543011,190.1999969482422,0.0136431334839099
2016-01-27,12.538000106811523,-0.0283633111802126,81.43000030517578,0.0,188.1300048828125,-0.0108832392147355
2016-01-28,12.646666526794434,0.008666965948092,81.48999786376953,0.0007367991940181,189.1100006103516,0.0052091410306907
2016-01-29,12.74666690826416,0.0079072521804743,81.7300033569336,0.0029452141300247,193.72000122070312,0.0243773496667165
2016-02-01,13.129332542419434,0.0300208389306209,81.38999938964844,-0.0041600875237981,193.6499938964844,-0.0003613840789674
2016-02-02,12.185333251953123,-0.0719000213770465,81.66999816894531,0.0034402110996021,190.16000366210932,-0.0180221551478108
2016-02-03,11.565333366394045,-0.0508808313026402,81.7300033569336,0.0007347274315367,191.3000030517578,0.005994948294564
2016-02-04,11.68866729736328,0.0106641051374802,81.79000091552734,0.0007340946547098,191.6000061035156,0.0015682333872029
2016-02-05,10.84000015258789,-0.0726059800647102,81.70999908447266,-0.0009781370602662,187.9499969482422,-0.0190501515605454
2016-02-08,9.866000175476074,-0.0898523951477332,82.05999755859375,0.0042834228129076,185.4199981689453,-0.0134610205925865
2016-02-09,9.883333206176758,0.0017568447590106,82.05000305175781,-0.000121795114956,185.42999267578125,5.390198972410332e-05
2016-02-10,9.57800006866455,-0.030893741123833,82.22000122070312,0.0020718849801635,185.2700042724609,-0.0008627967946915
2016-02-11,10.031332969665527,0.0473306429057256,82.2699966430664,0.0006080688594138,182.8600006103516,-0.0130080617829809
2016-02-12,10.06933307647705,0.0037881413094784,82.0,-0.0032818360773466,186.6300048828125,0.020616888657319
2016-02-15,10.06933307647705,0.0,82.0,0.0,186.6300048828125,0.0
2016-02-16,10.344667434692385,0.027343852480016,81.87999725341797,-0.0014634481290491,189.77999877929688,0.0168782822379622
2016-02-17,11.245332717895508,0.0870656586003535,81.86000061035156,-0.0002442189025058,192.8800048828125,0.016334735606784
2016-02-18,11.118000030517578,-0.0113231587336937,82.13999938964844,0.0034204590423796,192.08999633789065,-0.004095855064924
2016-02-19,11.10533332824707,-0.0011392968371775,82.02999877929688,-0.001339184455429,192.0,-0.0004685113207683
2016-02-22,11.849332809448242,0.0669947906299008,82.05000305175781,0.0002438653268148,194.77999877929688,0.0144791603088378
2016-02-23,11.814000129699709,-0.0029818286241702,82.0999984741211,0.0006093287081505,192.32000732421875,-0.0126295896421352
2016-02-24,11.93333339691162,0.0101010043932463,82.16000366210938,0.000730879282625,193.1999969482422,0.00457565302886
2016-02-25,12.495332717895508,0.0470949149153359,82.27999877929688,0.0014605052560732,195.5399932861328,0.0121117824785343
2016-02-26,12.689332962036133,0.015525816600528,82.19999694824219,-0.0009723120107145,195.08999633789065,-0.0023013038953298
2016-02-29,12.795332908630373,0.0083534687687185,82.25,0.0006083096546742,193.5599975585937,-0.007842528105065
2016-03-01,12.423333168029783,-0.0290730802595747,81.80999755859375,-0.0053495737556991,198.1100006103516,0.023506938980925
2016-03-02,12.555999755859377,0.0106788239545083,81.76000213623047,-0.0006111162920824,199.0,0.0044924505926324
2016-03-03,13.04933261871338,0.0392906078724464,81.80000305175781,0.0004892479755649,199.77999877929688,0.0039195918557632
2016-03-04,13.402667045593262,0.0270768197274076,81.76000213623047,-0.0004890087290343,200.42999267578125,0.003253548405526
2016-03-07,13.685999870300291,0.0211400330802209,81.73999786376953,-0.0002446706450375,200.58999633789065,0.0007983019905022
2016-03-08,13.506667137145996,-0.0131033709523453,82.01000213623047,0.0033032087046409,198.3999938964844,-0.0109178048825386
2016-03-09,13.914667129516602,0.0302073034174747,81.87000274658203,-0.0017071014022884,199.3800048828125,0.0049395716556293
2016-03-10,13.678667068481444,-0.0169605250947427,81.83000183105469,-0.0004885906215389,199.5399932861328,0.0008024295285495
2016-03-11,13.833333015441896,0.0113070919985205,81.72000122070312,-0.0013442577036557,202.759994506836,0.0161371220258876
2016-03-14,14.34333324432373,0.0368674872724115,81.9000015258789,0.0022026468733113,202.5,-0.0012822771448003
2016-03-15,14.555999755859377,0.0148268542543839,81.81999969482422,-0.0009768233158018,202.1699981689453,-0.001629638671875
2016-03-16,14.795332908630373,0.016442233909399,82.13999938964844,0.0039110204842063,203.33999633789065,0.005787199780096
2016-03-17,15.092000007629396,0.0200513973447649,82.31999969482422,0.002191384301355,204.6300048828125,0.0063440964303855
2016-03-18,15.515999794006348,0.0280943404560434,82.38999938964844,0.000850336432018,204.3800048828125,-0.0012217172166084
2016-03-21,15.887999534606934,0.0239752349535531,82.23999786376953,-0.0018206278309276,204.6699981689453,0.0014188926470526
2016-03-22,15.616000175476074,-0.0171197990369017,82.22000122070312,-0.0002431498490494,204.5599975585937,-0.0005374535170552
2016-03-23,14.838666915893556,-0.0497780001823559,82.4000015258789,0.0021892520372579,203.2100067138672,-0.0065994860228713
2016-03-24,15.18333339691162,0.023227590657008,82.30000305175781,-0.0012135736925888,203.1199951171875,-0.0004429486428118
2016-03-25,15.18333339691162,0.0,82.30000305175781,0.0,203.1199951171875,0.0
2016-03-28,15.350666999816896,0.0110208739102912,82.33999633789062,0.0004859451354777,203.2400054931641,0.0005908348703305
2016-03-29,15.342000007629396,-0.0005646003647661,82.68000030517578,0.0041292686714475,205.1199951171875,0.0092500963058999
2016-03-30,15.12600040435791,-0.0140789729607659,82.6500015258789,-0.0003628299369393,206.0200042724609,0.0043877202452116
2016-03-31,15.317999839782717,0.0126933379804412,82.80999755859375,0.0019358261314097,205.5200042724609,-0.0024269487895881
2016-04-01,15.839332580566406,0.0340339957067843,82.7300033569336,-0.0009659969088099,206.9199981689453,0.0068119592612911
2016-04-04,16.465999603271484,0.0395639790703017,82.7300033569336,0.0,206.25,-0.0032379575433703
2016-04-05,17.031333923339844,0.0343334345736312,82.87999725341797,0.0018130531898716,204.19000244140625,-0.0099878669507575
2016-04-06,17.69466781616211,0.0389478531633524,82.83999633789062,-0.0004826365450403,206.4199981689453,0.0109211797878252
2016-04-07,17.14666748046875,-0.030969800698537,83.11000061035156,0.0032593467454975,203.9499969482422,-0.0119659007974679
2016-04-08,16.67133331298828,-0.0277216647504191,83.04000091552734,-0.0008422535712928,204.5,0.0026967544005278
2016-04-11,16.661333084106445,-0.0005998457768249,83.02999877929688,-0.0001204496160909,204.0200042724609,-0.0023471673718292
2016-04-12,16.521333694458008,-0.0084026523533092,82.9000015258789,-0.0015656660885123,205.9199981689453,0.009312782358082
2016-04-13,16.968666076660156,0.0270760454618868,82.94999694824219,0.000603081078927,208.0,0.0101010190828971
2016-04-14,16.790666580200195,-0.0104898932924841,82.87999725341797,-0.0008438782085536,208.009994506836,4.805051363443447e-05
2016-04-15,16.96733283996582,0.0105216942354124,83.06999969482422,0.0022925005755645,207.77999877929688,-0.0011056955608521
2016-04-18,16.92533302307129,-0.0024753340604954,83.04000091552734,-0.0003611265126649,209.2400054931641,0.0070266951701065
2016-04-19,16.4913330078125,-0.0256420369789589,83.08999633789062,0.0006020643281801,209.8999938964844,0.0031542170999507
2016-04-20,16.6646671295166,0.0105106192217443,82.86000061035156,-0.0027680315041027,210.1000061035156,0.0009528928673043
2016-04-21,16.55266761779785,-0.0067207770097235,82.76000213623047,-0.0012068365120021,208.97000122070312,-0.0053784143264409
2016-04-22,16.916667938232422,0.0219904325296296,82.7300033569336,-0.0003624791991606,208.97000122070312,0.0
2016-04-25,16.788000106811523,-0.0076059796108016,82.62999725341797,-0.0012088250871229,208.6100006103516,-0.0017227382315575
2016-04-26,16.916000366210938,0.0076245090889341,82.51000213623047,-0.0014521980052775,208.9199981689453,0.0014860148491766
2016-04-27,16.764667510986328,-0.0089461369087512,82.76000213623047,0.003029935686915,209.3500061035156,0.0020582420942898
2016-04-28,16.513999938964844,-0.0149521350099675,82.91000366210938,0.0018124881827816,207.4499969482422,-0.0090757539999015
2016-04-29,16.05066680908203,-0.0280569899234149,82.97000122070312,0.000723646797053,206.3300018310547,-0.0053988678412317
2016-05-02,16.1200008392334,0.0043196978029682,82.66000366210938,-0.0037362607452439,207.97000122070312,0.0079484290946272
2016-05-03,15.48799991607666,-0.0392060105616467,82.88999938964844,0.0027824306478283,206.16000366210932,-0.0087031665527229
2016-05-04,14.837332725524902,-0.0420110533366132,82.91999816894531,0.0003619107192396,205.009994506836,-0.0055782360052641
2016-05-05,14.10200023651123,-0.0495596144277783,83.06999969482422,0.0018089909453842,204.97000122070312,-0.0001950796897929
2016-05-06,14.32866668701172,0.0160733546092015,83.02999877929688,-0.0004815326312062,205.72000122070312,0.003659072037534
2016-05-09,13.928000450134276,-0.0279625624372036,83.08999633789062,0.0007226009812817,205.88999938964844,0.000826357028663
2016-05-10,13.912667274475098,-0.0011008885097379,83.08999633789062,0.0,208.4499969482422,0.0124338120655822
2016-05-11,13.93066692352295,0.0012937597581215,83.11000061035156,0.0002407542826166,206.5,-0.0093547468303699
2016-05-12,13.8186674118042,-0.0080397810337157,83.12000274658203,0.0001203481669715,206.5599975585937,0.0002905450779357
2016-05-13,13.84066677093506,0.00159200293887,83.20999908447266,0.0010827278021754,204.759994506836,-0.0087141899352858
2016-05-16,13.88599967956543,0.003275341382076,83.02999877929688,-0.0021632052296148,206.77999877929688,0.0098652291788055
2016-05-17,13.644000053405762,-0.0174275984260459,82.97000122070312,-0.0007226009812818,204.8500061035156,-0.0093335558911634
2016-05-18,14.07800006866455,0.0318088547024342,82.58000183105469,-0.0047004867290652,204.91000366210932,0.0002928853151384
2016-05-19,14.347332954406738,0.019131473535199,82.66999816894531,0.0010898078941041,204.1999969482422,-0.0034649685285153
2016-05-20,14.685333251953123,0.0235584061944118,82.66999816894531,0.0,205.4900054931641,0.0063173778854113
2016-05-23,14.414667129516602,-0.0184310507492585,82.69000244140625,0.0002419774150721,205.2100067138672,-0.0013625907431601
2016-05-24,14.52733325958252,0.0078160757410217,82.6500015258789,-0.0004837454873179,207.8699951171875,0.0129622743350388
2016-05-25,14.638667106628418,0.0076637497781955,82.62000274658203,-0.0003629616302848,209.27999877929688,0.0067831033589742
2016-05-26,15.008000373840332,0.0252299792407109,82.76000213623047,0.0016944975186923,209.33999633789065,0.0002866855836378
2016-05-27,14.869333267211914,-0.0092395457872003,82.7300033569336,-0.0003624791991606,210.2400054931641,0.0042992699484945
2016-05-30,14.869333267211914,0.0,82.7300033569336,0.0,210.2400054931641,0.0
2016-05-31,14.881999969482422,0.0008518675345341,82.80000305175781,0.0008461222287421,209.83999633789065,-0.0019026310160862
2016-06-01,14.637332916259766,-0.0164404686012887,82.66000366210938,-0.0016908138223247,210.2700042724609,0.0020492181761089
