,Price,Close,High,Low,Open,Volume,Adj Close,ret,log_ret,vol_30,ma_50,ma_200
2015-07-01,17.94333267211914,17.94333267211914,18.17466735839844,17.856666564941406,18.073999404907227,31518000.0,17.94333267211914,,,,,
2015-07-02,18.667999267578125,18.667999267578125,18.82999992370605,18.220666885375977,18.68000030517578,107458500.0,18.667999267578125,0.04038639915454456,0.03959218179886062,,,
2015-07-03,,18.667999267578125,18.82999992370605,18.220666885375977,18.68000030517578,0.0,18.667999267578125,0.0,0.0,,,
2015-07-06,18.648000717163086,18.64800071716309,18.779333114624023,18.420000076293945,18.59199905395508,61828500.0,18.64800071716309,-0.001071274437521974,-0.0010718486621202723,,,
2015-07-07,17.858667373657227,17.858667373657227,18.34666633605957,17.384666442871094,18.333332061767575,91576500.0,17.858667373657227,-0.04232804124569678,-0.043249982663632607,,,
2015-07-08,16.997333526611328,16.997333526611328,17.386667251586914,16.95400047302246,17.288000106811523,93316500.0,16.997333526611328,-0.04823057784907436,-0.04943247714978346,,,
2015-07-09,17.19466781616211,17.19466781616211,17.530000686645508,17.119333267211914,17.27199935913086,50011500.0,17.19466781616211,0.011609720385955313,0.011542844689962467,,,
2015-07-10,17.27666664123535,17.27666664123535,17.53333282470703,17.187999725341797,17.481332778930664,39163500.0,17.27666664123535,0.004768851945843755,0.004757516993591066,,,
2015-07-13,17.477333068847656,17.477333068847656,17.503332138061523,17.06999969482422,17.483333587646484,44404500.0,17.477333068847656,0.011614881028806812,0.011547946093778832,,,
2015-07-14,17.709999084472656,17.709999084472656,17.732667922973633,17.367332458496094,17.47333335876465,28614000.0,17.709999084472656,0.013312443878506386,0.01322461194395776,,,
2015-07-15,17.542667388916016,17.542667388916016,17.832666397094727,17.472000122070312,17.78266716003418,30324000.0,17.542667388916016,-0.009448430502932648,-0.009493350092744896,,,
2015-07-16,17.778667449951172,17.778667449951172,17.81333351135254,17.54400062561035,17.614667892456055,24240000.0,17.778667449951172,0.013452917723576485,0.013363230698704974,,,
2015-07-17,18.310667037963867,18.310667037963867,18.369333267211918,17.883333206176758,18.166667938232425,75061500.0,18.310667037963867,0.029923479333326286,0.02948450757237186,,,
2015-07-20,18.817333221435547,18.817333221435547,19.11000061035156,18.16933250427246,18.333332061767575,74677500.0,18.817333221435547,0.027670547578698246,0.027294636659552916,,,
2015-07-21,17.784666061401367,17.784666061401367,18.233333587646484,17.770000457763672,18.003332138061523,91630500.0,17.784666061401367,-0.054878507378390284,-0.05644179613123731,,,
2015-07-22,17.857999801635742,17.857999801635742,17.96266746520996,17.390666961669922,17.417999267578125,46575000.0,17.857999801635742,0.004123425201304931,0.004114947181273161,,,
2015-07-23,17.81333351135254,17.81333351135254,17.99333381652832,17.684667587280273,17.976667404174805,33408000.0,17.81333351135254,-0.0025011922264167596,-0.0025043254332856916,,,
2015-07-24,17.694000244140625,17.694000244140625,18.07266616821289,17.594667434692383,17.825332641601562,42547500.0,17.694000244140625,-0.0066990980175530845,-0.00672163769474665,,,
